id	polarity	polarity_all	clause_text	orig_sentence_text	split
aapl02_hai_s14_c00	none	[]	Google has been deploying a custom chip , called the Tensor Processing Unit , throughout its backend and will start offering it to outside com	Google has been deploying a custom chip , called the Tensor Processing Unit , throughout its backend and will start offering it to outside companies through the Google Cloud with the second-generation chip , called the Cloud TPU .	train
aapl02_hai_s14_c01	none	[]	t offering it to outside com ies through the Goog	Google has been deploying a custom chip , called the Tensor Processing Unit , throughout its backend and will start offering it to outside companies through the Google Cloud with the second-generation chip , called the Cloud TPU .	train
aapl02_hai_s15_c00	none	[]	Most of these AI services are currently computing in the cloud .	Most of these AI services are currently computing in the cloud .	train
aapl02_hai_s16_c00	none	[]	Voice-powered speakers m xample , need to be connected to the internet	Voice-powered speakers made by Amazon and Google , for example , need to be connected to the internet in order to ship voice data to huge clusters of computers to run deep learning algorithms over the data .	train
aapl02_hai_s16_c01	none	[]	Voice-powered speakers made by Amazon a	Voice-powered speakers made by Amazon and Google , for example , need to be connected to the internet in order to ship voice data to huge clusters of computers to run deep learning algorithms over the data .	train
aapl02_hai_s17_c00	none	[]	themselves to reduce latency and improve privacy	But increasingly , the deep learning algorithms need to start running what ' s also known as ` ` inferencing ' ' on the devices themselves to reduce latency and improve privacy .	train
aapl02_hai_s17_c01	none	[]	But increasingly , the deep learning algorithms need to start running	But increasingly , the deep learning algorithms need to start running what ' s also known as ` ` inferencing ' ' on the devices themselves to reduce latency and improve privacy .	train
aapl02_hai_s17_c02	none	[]	' s also known as ` ` inferencing ' ' on the devices	But increasingly , the deep learning algorithms need to start running what ' s also known as ` ` inferencing ' ' on the devices themselves to reduce latency and improve privacy .	train
aapl02_hai_s18_c00	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']	Apple to do more inferencing on the device to protect people ' s privacy	` ` Apple has to do more inferencing on the device to protect people ' s privacy , ' ' said tech analyst Patrick Moorhead .	train
aapl02_hai_s18_c01	neutral	['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']	Apple has to do more inferencing on the device said tech analyst Patrick Moorhead	` ` Apple has to do more inferencing on the device to protect people ' s privacy , ' ' said tech analyst Patrick Moorhead .	train
aapl02_hai_s19_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive']	In contrast , ` ` Google does everything up in the cloud . ' '	In contrast , ` ` Google does everything up in the cloud . ' '	train
aapl02_hai_s20_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Qualcomm has begun optimizing its Snapdragon processors for various deep learning frameworks	Qualcomm , a dominant chipmaker for Android smartphones , has begun optimizing its Snapdragon processors for various deep learning frameworks .	train
aapl02_hai_s20_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Qualcomm , a dominant chipmaker for Android smartphones , has begun optimizing its Snapdragon processors	Qualcomm , a dominant chipmaker for Android smartphones , has begun optimizing its Snapdragon processors for various deep learning frameworks .	train
aapl02_hai_s21_c00	none	[]	Qualcomm runs these algorithms on a digital signal processor .	Qualcomm runs these algorithms on a digital signal processor .	train
aapl02_hai_s22_c00	negative	['negative', 'negative']	Apple is regarded as lagging behind the progress	Apple is regarded as lagging behind the progress rival techs giants like Google , Amazon and Microsoft have made in AI .	train
aapl02_hai_s22_c01	none	[]	rival techs giants like Google , Amazon and Micro	Apple is regarded as lagging behind the progress rival techs giants like Google , Amazon and Microsoft have made in AI .	train
aapl02_hai_s23_c00	neutral	['neutral']	in the voice AI assistants when Siri was introduced in 2011 , b	For example , Apple was an early entry in the voice AI assistants when Siri was introduced in 2011 , but both Google and Amazon have jumped far ahead with voice assistant technology powering their AI-enabled speakers , Google Home and Amazon Echo .	train
aapl02_hai_s23_c01	positive	['positive', 'positive']	Apple was an early entry in the voice AI assistants	For example , Apple was an early entry in the voice AI assistants when Siri was introduced in 2011 , but both Google and Amazon have jumped far ahead with voice assistant technology powering their AI-enabled speakers , Google Home and Amazon Echo .	train
aapl02_hai_s23_c02	positive	['positive']	For example , Apple was an early 	For example , Apple was an early entry in the voice AI assistants when Siri was introduced in 2011 , but both Google and Amazon have jumped far ahead with voice assistant technology powering their AI-enabled speakers , Google Home and Amazon Echo .	train
aapl02_hai_s24_c00	none	[]	Apple is rumored	Apple is rumored to be working on its own Siri-enabled speaker .	train
aapl02_hai_s24_c01	positive	['positive', 'positive']	Apple to be working on its own Siri-enabled speaker	Apple is rumored to be working on its own Siri-enabled speaker .	train
aapl02_hai_s25_c00	none	[]	Apple did n't respond to a request for comment .	Apple did n't respond to a request for comment .	train
aapl03_hai_s00_c00	positive	['positive', 'positive', 'positive']	Apple Boost Its Market Share	Will the iPhone 8 Help Apple Boost Its Market Share ?	train
aapl03_hai_s00_c01	none	[]	Will the iPhone 8 ? Help	Will the iPhone 8 Help Apple Boost Its Market Share ?	train
aapl03_hai_s01_c00	negative	['negative', 'negative']	Apple and is losing ground in the smartphone market	Apple is losing ground in the smartphone market , and the next iPhone might not help it get any better .	train
aapl03_hai_s01_c01	positive	['positive', 'positive']	it get	Apple is losing ground in the smartphone market , and the next iPhone might not help it get any better .	train
aapl03_hai_s01_c02	positive	['positive']	Apple and might not help	Apple is losing ground in the smartphone market , and the next iPhone might not help it get any better .	train
aapl03_hai_s02_c00	negative	['neutral', 'neutral', 'neutral', 'negative', 'negative']	Market research firm Gartner ' s latest smartphone market share report clearly shows Apple ' s stagnating business .	Market research firm Gartner ' s latest smartphone market share report clearly shows Apple ' s stagnating business .	train
aapl03_hai_s03_c00	negative	['negative']	The iPhone maker ' s device sales were flat year over year during the first quarter at around 51 million , according to Gartner ,	The iPhone maker ' s device sales were flat year over year during the first quarter at around 51 million , according to Gartner , even though the overall smartphone market grew 9 % over the same period .	train
aapl03_hai_s03_c01	positive	['positive']	though grew 9 % over the same period	The iPhone maker ' s device sales were flat year over year during the first quarter at around 51 million , according to Gartner , even though the overall smartphone market grew 9 % over the same period .	train
aapl03_hai_s04_c00	neutral	['neutral', 'neutral', 'negative', 'positive', 'negative', 'positive']	the Chinese triumvirate of Huawei , Oppo , and Vivo clocked massive gains	Not surprisingly , Apple ' s smartphone market share dropped 1.1 percentage points from the prior-year period to 13.7 % , as the Chinese triumvirate of Huawei , Oppo , and Vivo clocked massive gains .	train
aapl03_hai_s04_c01	negative	['negative', 'negative']	Not surprisingly , Apple ' s smartphone market share dropped 1.1 percentage points from the prior-year period to 13.7 % ,	Not surprisingly , Apple ' s smartphone market share dropped 1.1 percentage points from the prior-year period to 13.7 % , as the Chinese triumvirate of Huawei , Oppo , and Vivo clocked massive gains .	train
aapl03_hai_s05_c00	none	[]	Shipment figures are in thousands of units .	Shipment figures are in thousands of units .	train
aapl03_hai_s06_c00	negative	['negative', 'negative', 'negative', 'negative']	China is a problem for Apple	China is a problem for Apple	train
aapl03_hai_s07_c00	negative	['negative', 'neutral', 'neutral', 'negative', 'negative', 'negative', 'negative']	Apple ' s sales are going nowhere	One of the main reasons Apple ' s sales are going nowhere is its declining sales in China , the world ' s largest smartphone market , accounting for a third of all global sales .	train
aapl03_hai_s07_c01	negative	['negative', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'negative']	One of the main reasons is its declining sales in China , the world ' s largest smartphone market , accounting for a third of all global sales	One of the main reasons Apple ' s sales are going nowhere is its declining sales in China , the world ' s largest smartphone market , accounting for a third of all global sales .	train
aapl03_hai_s08_c00	negative	['neutral', 'negative']	Apple ' s iPhone revenue from Greater China has dipped year-over-year for five straight quarters ,	Apple ' s iPhone revenue from Greater China has dipped year-over-year for five straight quarters , as homegrown manufacturers have taken the market by storm .	train
aapl03_hai_s08_c01	positive	['positive']	homegrown manufacturers have taken the market by storm	Apple ' s iPhone revenue from Greater China has dipped year-over-year for five straight quarters , as homegrown manufacturers have taken the market by storm .	train
aapl03_hai_s09_c00	neutral	['neutral']	Greater China revenue was $ 10.7 billion in the fiscal second quarter for Apple , about 20 % of the total .	Greater China revenue was $ 10.7 billion in the fiscal second quarter for Apple , about 20 % of the total .	train
aapl03_hai_s10_c00	none	[]	it made up about 25 % of the total	But the revenue from the region was 14 % lower than the Greater China haul from the year-ago quarter , when it made up about 25 % of the total .	train
aapl03_hai_s10_c01	negative	['negative']	the revenue from the region was 14 % lower than the Greater China haul from the year-ago quarter	But the revenue from the region was 14 % lower than the Greater China haul from the year-ago quarter , when it made up about 25 % of the total .	train
aapl03_hai_s11_c00	positive	['positive']	Chinese original equipment manufacturers OEMs ' s more	What ' s more , Chinese original equipment manufacturers OEMs are making a mark in emerging markets and in developed regions such as Europe , thanks to feature-packed phones at reasonable prices .	train
aapl03_hai_s11_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Chinese original equipment manufacturers OEMs are making a mark in emerging markets and in developed regions such as Europe , thanks to feature-packed phones at reasonable prices	What ' s more , Chinese original equipment manufacturers OEMs are making a mark in emerging markets and in developed regions such as Europe , thanks to feature-packed phones at reasonable prices .	train
aapl03_hai_s12_c00	positive	['positive', 'positive']	it recover ground	Will Apple ' s next iPhone help it recover ground ?	train
aapl03_hai_s12_c01	none	[]	Will Apple ' s next iPhone ? help	Will Apple ' s next iPhone help it recover ground ?	train
aapl03_hai_s13_c00	positive	['positive', 'positive', 'positive']	Apple to have a smart strategy for the next iPhone	Apple seems to have a smart strategy for the next iPhone	train
aapl03_hai_s13_c01	none	[]	Apple seems	Apple seems to have a smart strategy for the next iPhone	train
aapl03_hai_s14_c00	positive	['positive']	Cupertino to be launching three iPhone models this year	Cupertino is rumored to be launching three iPhone models this year .	train
aapl03_hai_s14_c01	none	[]	Cupertino is rumored	Cupertino is rumored to be launching three iPhone models this year .	train
aapl03_hai_s15_c00	none	[]	Two of these models could be refreshed versions of the current-generation devices , carrying the 7s and the 7s Plus moniker ,	Two of these models could be refreshed versions of the current-generation devices , carrying the 7s and the 7s Plus moniker , while the third could be the more impressive anniversary-edition iPhone 8 .	train
aapl03_hai_s15_c01	positive	['positive', 'positive']	the third could be the more impressive anniversary-edition iPhone 8	Two of these models could be refreshed versions of the current-generation devices , carrying the 7s and the 7s Plus moniker , while the third could be the more impressive anniversary-edition iPhone 8 .	train
aapl03_hai_s16_c00	positive	['positive', 'positive', 'positive']	UBS might go all the way up to $ 1,070	UBS forecasts that the iPhone 8 could start retailing from $ 870 and might go all the way up to $ 1,070 .	train
aapl03_hai_s16_c01	none	[]	UBS forecasts	UBS forecasts that the iPhone 8 could start retailing from $ 870 and might go all the way up to $ 1,070 .	train
aapl03_hai_s16_c02	positive	['positive', 'positive', 'positive']	the iPhone 8 could start retailing from $ 870	UBS forecasts that the iPhone 8 could start retailing from $ 870 and might go all the way up to $ 1,070 .	train
aapl03_hai_s17_c00	positive	['positive']	the higher-priced iPhone could make up as much as 45 % of Apple ' s total iPhone sales	What ' s more , UBS analyst Steven Milunovich forecasts that the higher-priced iPhone could make up as much as 45 % of Apple ' s total iPhone sales .	train
aapl03_hai_s17_c01	none	[]	UBS analyst Steven Milunovich forecasts	What ' s more , UBS analyst Steven Milunovich forecasts that the higher-priced iPhone could make up as much as 45 % of Apple ' s total iPhone sales .	train
aapl03_hai_s17_c02	none	[]	UBS analyst Steven Milunovich ' s more	What ' s more , UBS analyst Steven Milunovich forecasts that the higher-priced iPhone could make up as much as 45 % of Apple ' s total iPhone sales .	train
aapl03_hai_s18_c00	none	[]	A Morgan Stanley report calling for 50 % of the upcoming iPhone models to be equipped with an OLED display backs up that forecast	A Morgan Stanley report calling for 50 % of the upcoming iPhone models to be equipped with an OLED display backs up that forecast .	train
aapl03_hai_s18_c01	none	[]	A Morgan Stanley report calling for 50 % of the upcoming iPhone models to be equipped with an OLED display calling for 50 % of the upcoming iPhone models to be equipped with an OLED display	A Morgan Stanley report calling for 50 % of the upcoming iPhone models to be equipped with an OLED display backs up that forecast .	train
aapl03_hai_s19_c00	none	[]	the more expensive device given in 2017	This could be a big deal for Apple investors , as Apple could ship around 65 million units of the more expensive device , given other estimates of 130 million units in 2017 .	train
aapl03_hai_s19_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	This could be a big deal for Apple investors as Apple could ship around 65 million units of the more expensive device	This could be a big deal for Apple investors , as Apple could ship around 65 million units of the more expensive device , given other estimates of 130 million units in 2017 .	train
aapl03_hai_s20_c00	positive	['neutral', 'positive', 'positive', 'positive']	Apple ' s revenue would get a nice boost if it can sell all of the iPhone 8 models	Therefore , Apple ' s revenue would get a nice boost if it can sell all of the iPhone 8 models it manufactures .	train
aapl03_hai_s20_c01	none	[]	the iPhone 8 models it manufactures	Therefore , Apple ' s revenue would get a nice boost if it can sell all of the iPhone 8 models it manufactures .	train
aapl03_hai_s21_c00	positive	['positive', 'positive', 'positive']	the rumored tech it could be packing	It wo n't be surprising if the more expensive iPhone finds a lot of takers , because of the rumored tech that it could be packing .	train
aapl03_hai_s21_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	It wo n't be surprising if the more expensive iPhone finds a lot of takers , because of the rumored tech	It wo n't be surprising if the more expensive iPhone finds a lot of takers , because of the rumored tech that it could be packing .	train
aapl03_hai_s22_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive']	the average selling price of smartphones is rising	In addition , the average selling price of smartphones is rising , as customers are willing to shell out more money for better features , according to Gartner , and this trend could also play in Apple ' s favor .	train
aapl03_hai_s22_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	customers are willing to shell out more money for better features	In addition , the average selling price of smartphones is rising , as customers are willing to shell out more money for better features , according to Gartner , and this trend could also play in Apple ' s favor .	train
aapl03_hai_s22_c02	positive	['positive']	this trend could play in Apple ' s favor	In addition , the average selling price of smartphones is rising , as customers are willing to shell out more money for better features , according to Gartner , and this trend could also play in Apple ' s favor .	train
aapl03_hai_s23_c00	positive	['positive']	investors should n't miss	Meanwhile , the iPhone upgrade cycle is another catalyst investors should n't miss .	train
aapl03_hai_s23_c01	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive']	Meanwhile , the iPhone upgrade cycle is another catalyst	Meanwhile , the iPhone upgrade cycle is another catalyst investors should n't miss .	train
aapl03_hai_s24_c00	positive	['positive', 'positive', 'positive', 'positive']	203 million iPhone users and will be ready to upgrade to a new device next year	Research firm Bernstein forecasts that 203 million iPhone users will be ready to upgrade to a new device next year , and that ' s where the 7s and 7s Plus models could come into play .	train
aapl03_hai_s24_c01	none	[]	the 7s and 7s Plus models could come into play	Research firm Bernstein forecasts that 203 million iPhone users will be ready to upgrade to a new device next year , and that ' s where the 7s and 7s Plus models could come into play .	train
aapl03_hai_s24_c02	positive	['positive', 'positive', 'positive', 'positive']	203 million iPhone users and s	Research firm Bernstein forecasts that 203 million iPhone users will be ready to upgrade to a new device next year , and that ' s where the 7s and 7s Plus models could come into play .	train
aapl03_hai_s24_c03	none	[]	Research firm Bernstein forecasts	Research firm Bernstein forecasts that 203 million iPhone users will be ready to upgrade to a new device next year , and that ' s where the 7s and 7s Plus models could come into play .	train
aapl03_hai_s25_c00	negative	['positive', 'negative', 'negative', 'negative']	it might alienate existing customers	A $ 1,000 iPhone might not bring in the volume for Apple , as it might alienate existing customers who are more accustomed to the $ 649 base price .	train
aapl03_hai_s25_c01	positive	['positive']	 are more accustomed to the $ 649 base price	A $ 1,000 iPhone might not bring in the volume for Apple , as it might alienate existing customers who are more accustomed to the $ 649 base price .	train
aapl03_hai_s25_c02	positive	['positive', 'positive', 'positive', 'positive']	A $ 1,000 iPhone might not bring in the volume for Apple ,	A $ 1,000 iPhone might not bring in the volume for Apple , as it might alienate existing customers who are more accustomed to the $ 649 base price .	train
aapl03_hai_s26_c00	positive	['positive', 'positive']	 volume , while the more expensive flagship could help bri	So it would be doing the right thing by launching two relatively cheaper models that can help it compete effectively against the new Samsung Galaxy S8 and push volume , while the more expensive flagship could help bring in more dough .	train
aapl03_hai_s26_c01	positive	['positive', 'positive', 'positive']	ly against the new Samsung Galaxy S8 and push volume , whi	So it would be doing the right thing by launching two relatively cheaper models that can help it compete effectively against the new Samsung Galaxy S8 and push volume , while the more expensive flagship could help bring in more dough .	train
aapl03_hai_s26_c02	positive	['positive', 'positive', 'positive']	it would be doing the right thing	So it would be doing the right thing by launching two relatively cheaper models that can help it compete effectively against the new Samsung Galaxy S8 and push volume , while the more expensive flagship could help bring in more dough .	train
aapl03_hai_s27_c00	positive	['positive']	China could weigh on the iPhone 8 ' s success	China could weigh on the iPhone 8 ' s success	train
aapl03_hai_s28_c00	positive	['positive', 'positive']	Apple ' s existing user base kets are definitely going to be a catalyst f	Apple ' s existing user base and the developed markets are definitely going to be a catalyst for the next set of iPhones , but it remains to be seen if the company can make a comeback in China .	train
aapl03_hai_s28_c01	positive	['positive']	Apple ' s existing us ped markets are definit	Apple ' s existing user base and the developed markets are definitely going to be a catalyst for the next set of iPhones , but it remains to be seen if the company can make a comeback in China .	train
aapl03_hai_s28_c02	positive	['positive']	 the next set of iPhones , but it remain	Apple ' s existing user base and the developed markets are definitely going to be a catalyst for the next set of iPhones , but it remains to be seen if the company can make a comeback in China .	train
aapl03_hai_s29_c00	negative	['positive', 'negative', 'negative', 'negative', 'negative']	its success is n't guaranteed since Huawei , Oppo , and Vivo are strong play	Even if Apple comes out with a highly innovative device that captures the imagination of the Chinese customers , its success is n't guaranteed , since Huawei , Oppo , and Vivo are strong players in the country .	train
aapl03_hai_s29_c01	none	[]	a highly innovative device captures the imagination of the Chinese customers	Even if Apple comes out with a highly innovative device that captures the imagination of the Chinese customers , its success is n't guaranteed , since Huawei , Oppo , and Vivo are strong players in the country .	train
aapl03_hai_s30_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']	For instance , Huawei had close to 50,000 retail locations last year , with a huge majority spread across China .	For instance , Huawei had close to 50,000 retail locations last year , with a huge majority spread across China .	train
aapl03_hai_s31_c00	none	[]	Oppo , on the other hand , has 200,000 retail locations in the country .	Oppo , on the other hand , has 200,000 retail locations in the country .	train
aapl03_hai_s32_c00	positive	['positive', 'positive', 'positive', 'positive', 'positive']	Both of these companies have resorted to offering substantial incentives to retailers and distributors , creating a positive impact on sales .	Both of these companies have resorted to offering substantial incentives to retailers and distributors , creating a positive impact on sales .	train
aapl03_hai_s33_c00	negative	['negative', 'negative']	Apple meanwhile has just 40 stores in China	Apple , meanwhile , has just 40 stores in China and some estimates are that 40 % of smartphone sales in China are done in a physical store .	train
aapl03_hai_s33_c01	negative	['negative']	some estimates are that 40 % of smartphone sales in China are done in a physical store	Apple , meanwhile , has just 40 stores in China and some estimates are that 40 % of smartphone sales in China are done in a physical store .	train
aapl03_hai_s34_c00	positive	['negative', 'positive', 'positive']	if launches a cutting-edge device	Apple ' s weak access to the Chinese smartphone market could be a constraint for the upcoming set of iPhones , apart from the premium pricing , so Apple might not be able to gain significant ground against its Chinese rivals even if it launches a cutting-edge device .	train
aapl03_hai_s34_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	Apple ' s weak access to the Chinese smartphone market so could be a constraint for the upcoming set of iPhones , apart from the premium pricing	Apple ' s weak access to the Chinese smartphone market could be a constraint for the upcoming set of iPhones , apart from the premium pricing , so Apple might not be able to gain significant ground against its Chinese rivals even if it launches a cutting-edge device .	train
aapl03_hai_s34_c02	negative	['negative', 'negative', 'negative', 'negative', 'negative']	Apple ' s weak access to the Chinese smartphone market so might not be able to gain significant ground against its Chinese rivals	Apple ' s weak access to the Chinese smartphone market could be a constraint for the upcoming set of iPhones , apart from the premium pricing , so Apple might not be able to gain significant ground against its Chinese rivals even if it launches a cutting-edge device .	train
aapl03_hai_s35_c00	positive	['positive']	Apple finds a way to move more units in its second-largest market	Investors should n't bet on a resounding success for the upcoming iPhone generation , unless Apple finds a way to move more units in its second-largest market .	train
aapl03_hai_s35_c01	positive	['positive', 'positive', 'positive']	Investors should n't bet on a resounding success for the upcoming iPhone generation unless Apple finds a way	Investors should n't bet on a resounding success for the upcoming iPhone generation , unless Apple finds a way to move more units in its second-largest market .	train
aapl04_hai_s00_c00	negative	['neutral', 'negative']	Three Reasons Apple ' s Shares Took A Drubbing	Three Reasons Apple ' s Shares Took A Drubbing	train
aapl04_hai_s01_c00	negative	['negative']	There Apple was hit harder than most of them	There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them .	train
aapl04_hai_s01_c01	negative	['negative']	There Apple was a general sell-off of tech stocks on Friday	There was a general sell-off of tech stocks on Friday but Apple was hit harder than most of them .	train
aapl04_hai_s02_c00	negative	['negative', 'negative']	the NASDAQ fell 1.8 %	Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % .	train
aapl04_hai_s02_c01	negative	['negative', 'negative', 'negative']	Its shares fell $ 6 or 4.9 %	Its shares fell $ 6 or 4.9 % while the NASDAQ fell 1.8 % .	train
aapl04_hai_s03_c00	negative	['negative', 'negative']	It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks .	It also fell more than any of the four FANG ( Facebook , Amazon , Netflix , Google / Alphabet ) stocks .	train
aapl04_hai_s04_c00	none	[]	it means	Being the largest market cap stock is one reason since it means the stock has very good liquidity .	train
aapl04_hai_s04_c01	none	[]	 is one reason	Being the largest market cap stock is one reason since it means the stock has very good liquidity .	train
aapl04_hai_s04_c02	positive	['positive']	 Being the largest market cap stock	Being the largest market cap stock is one reason since it means the stock has very good liquidity .	train
aapl04_hai_s04_c03	positive	['positive', 'positive', 'positive']	the stock has very good liquidity	Being the largest market cap stock is one reason since it means the stock has very good liquidity .	train
aapl04_hai_s05_c00	none	[]	they need to sell a large position	If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position .	train
aapl04_hai_s05_c01	none	[]	portfolio managers want or need to raise a lot of cash	If portfolio managers want or need to raise a lot of cash it typically wo n't move the stock price very much if they need to sell a large position .	train
aapl04_hai_s06_c00	negative	['negative', 'negative', 'negative']	New iPhones could be at a disadvantage	New iPhones could be at a disadvantage	train
aapl04_hai_s07_c00	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative', 'negative']	Qualcomm and Intel that Intel ' s modem speeds wo n't match Qualcomm ' s	Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s .	train
aapl04_hai_s07_c01	negative	['negative', 'negative']	Apple would be using	Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s .	train
aapl04_hai_s07_c02	negative	['neutral', 'negative', 'negative']	Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article	Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s .	train
aapl04_hai_s07_c03	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative']	Qualcomm and Intel that Intel ' s modem speeds modems in the upcoming iPhone 8	Maybe the ` ` biggest ' ' reason for the stock ' s selloff was a Bloomberg article that Apple would be using Qualcomm and Intel modems in the upcoming iPhone 8 but that Intel ' s modem speeds wo n't match Qualcomm ' s .	train
aapl04_hai_s08_c00	negative	['negative', 'negative', 'negative']	that all iPhones perform	So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition .	train
aapl04_hai_s08_c01	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'negative']	the same Apple would slow down the Qualcomm iPhones	So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition .	train
aapl04_hai_s08_c02	negative	['negative', 'negative', 'negative', 'negative', 'negative']	that all iPhones will put the new iPhones at a disadvantage versus the competition	So that all iPhones perform the same Apple would slow down the Qualcomm iPhones but that will put the new iPhones at a disadvantage versus the competition .	train
aapl04_hai_s09_c00	negative	['negative']	it is suing Qualcomm over royalty payments	Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments .	train
aapl04_hai_s09_c01	negative	['negative', 'negative']	Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm	Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments .	train
aapl04_hai_s09_c02	none	[]	Besides wanting to have two suppliers Apple wanting to have two suppliers	Besides wanting to have two suppliers Apple is having a contentious relationship with Qualcomm as it is suing Qualcomm over royalty payments .	train
aapl04_hai_s10_c00	negative	['negative']	This is another reason that Apple would want to have a second supplier	This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product .	train
aapl04_hai_s10_c01	negative	['negative']	ould want to have a second suppli	This is another reason that Apple would want to have a second supplier but could force Apple to ship an inferior product .	train
aapl04_hai_s11_c00	negative	['negative', 'negative', 'negative', 'positive']	Apple has sold lower function products before	Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive .	train
aapl04_hai_s11_c01	neutral	['negative', 'positive']	out imp arket share to	Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive .	train
aapl04_hai_s11_c02	negative	['negative', 'negative', 'negative', 'negative', 'negative', 'positive']	Apple has sold lower function its market share	Apple has sold lower function products before without impacting its market share to a large degree but if there is a major difference in download speeds this is definitely not a positive .	train
aapl04_hai_s12_c00	negative	['negative', 'negative']	Bullish analyst had some weak numbers	Bullish analyst had some weak numbers	train
aapl04_hai_s13_c00	none	[]	tracks monthly sales of Apple suppliers to try	Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple .	train
aapl04_hai_s13_c01	none	[]	Brian White is a major bull on the shares	Brian White , who is a major bull on the shares , tracks monthly sales of Apple suppliers to try and gauge the outlook for Apple .	train
aapl04_hai_s14_c00	none	[]	He published a note on Friday	He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years .	train
aapl04_hai_s14_c01	none	[]	the June quarter would show a 3 % quarter	He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years .	train
aapl04_hai_s14_c02	positive	['positive']	the suppliers May results were better than historical averages	He published a note on Friday that while the suppliers May results were better than historical averages if the June numbers are in-line with history that the June quarter would show a 3 % quarter to quarter decline vs . an average increase of 12 % for the past 12 years .	train
aapl04_hai_s15_c00	none	[]	one reason being the lag time between when the parts are sold by the suppliers to	Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple .	train
aapl04_hai_s15_c01	none	[]	the final product is sold by Apple	Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple .	train
aapl04_hai_s15_c02	none	[]	Tracking Apple ' s supplier results do n't match up	Tracking Apple ' s supplier results do n't match up to Apple ' s results exactly with one reason being the lag time between when the parts are sold by the suppliers to when the final product is sold by Apple .	train
aapl04_hai_s16_c00	negative	['negative', 'negative']	what it portends is a weaker outlook for Apple ' s September quarter , not	So if White ' s numbers are accurate or not off by much what it portends is a weaker outlook for Apple ' s September quarter , not June quarter results .	train
